x, y, z, qx, qy, qz, qw
0.0837302300, 1.1318780000, -0.1868860000, 0.1389347000, 0.0136887600, 0.0372394500, 0.9895064000
0.0815189900, 1.1460390000, -0.1800788000, 0.1328299000, 0.0101634100, 0.0383530100, 0.9903443000
0.0797622900, 1.1525380000, -0.1768580000, 0.1299859000, 0.0078846460, 0.0386394500, 0.9907313000
0.0776024400, 1.1584870000, -0.1735730000, 0.1274173000, 0.0052984700, 0.0386217100, 0.9910828000
0.0753335000, 1.1646950000, -0.1695155000, 0.0726930500, 0.0107123200, 0.0296470100, 0.9968560000
0.0735674200, 1.1722880000, -0.1664290000, 0.0176812400, 0.0158230600, 0.0210117000, 0.9994976000
0.0719398300, 1.1806040000, -0.1629046000, 0.0150037300, 0.0125061000, 0.0214989400, 0.9995781000
0.0716180900, 1.1868110000, -0.1609794000, 0.0118231900, 0.0085875400, 0.0224267400, 0.9996417000
0.0715894100, 1.1992120000, -0.1561403000, 0.0061907820, 0.0000000000, 0.0256388300, 0.9996524000
0.0589024200, 1.2199730000, -0.1457598000, 0.0056165610, 0.0000000000, 0.0276547900, 0.9996021000
0.0576097900, 1.2303390000, -0.1411587000, 0.0035189290, -0.0043244600, 0.0306240800, 0.9995154000
0.0554434300, 1.2413470000, -0.1366877000, 0.0013593170, -0.0077310130, 0.0339982800, 0.9993911000
0.0498444600, 1.2518910000, -0.1328688000, -0.0016737440, -0.0107609000, 0.0375419300, 0.9992357000
0.0424416500, 1.2756580000, -0.1249876000, -0.0073038450, -0.0172305200, 0.0453742100, 0.9987947000
0.0423090500, 1.2852450000, -0.1215052000, -0.0108827600, -0.0212518100, 0.0494500800, 0.9984912000
0.0386132400, 1.2968120000, -0.1183601000, -0.0140338400, -0.0242953700, 0.0529619200, 0.9982023000
0.0341069000, 1.3091460000, -0.1150635000, -0.0171481600, -0.0275627600, 0.0556896200, 0.9979203000
0.0277726700, 1.3224200000, -0.1125714000, -0.0201944300, -0.0307839900, 0.0576089100, 0.9976602000
0.0149438700, 1.3516960000, -0.1068381000, -0.0260736600, -0.0375911100, 0.0586415400, 0.9972303000
0.0051721840, 1.3668710000, -0.1039917000, -0.0293012000, -0.0407842700, 0.0576478300, 0.9970731000
0.0001641794, 1.3823070000, -0.1011948000, -0.0326528400, -0.0447370600, 0.0555203900, 0.9969202000
-0.0103017600, 1.3980090000, -0.0997291200, -0.0357549300, -0.0475794000, 0.0523160700, 0.9968555000
-0.0150005000, 1.4096650000, -0.0980950100, -0.0393804900, -0.0513363400, 0.0483301300, 0.9967336000
-0.0245257900, 1.4323930000, -0.0945696800, -0.0453328100, -0.0579444500, 0.0388170100, 0.9965343000
-0.0298703000, 1.4427800000, -0.0921601400, -0.0481418400, -0.0606521200, 0.0340812400, 0.9964147000
-0.0335720600, 1.4521340000, -0.0887485700, -0.0510745800, -0.0630314400, 0.0298156600, 0.9962577000
-0.0356065100, 1.4605340000, -0.0853963300, -0.0544039300, -0.0650829400, 0.0264188500, 0.9960454000
-0.0373276600, 1.4702430000, -0.0822661300, -0.0578300300, -0.0665864200, 0.0241134400, 0.9958115000
-0.0370795300, 1.4811320000, -0.0775677700, -0.0615670200, -0.0685388700, 0.0231267700, 0.9954783000
-0.0370983700, 1.4888490000, -0.0746003800, -0.0662306500, -0.0696975500, 0.0230493200, 0.9951003000
-0.0370089200, 1.5027820000, -0.0682949300, -0.0772442700, -0.0724014900, 0.0248804900, 0.9940686000
-0.0360468100, 1.5193310000, -0.0657805700, -0.0817138300, -0.0740265600, 0.0262873800, 0.9935552000
-0.0359433200, 1.5316050000, -0.0636947600, -0.0871104900, -0.0755736500, 0.0278646700, 0.9929370000
-0.0354884600, 1.5457480000, -0.0615262100, -0.0921761800, -0.0774147100, 0.0296497700, 0.9922859000
-0.0350951000, 1.5587850000, -0.0603758000, -0.0970705400, -0.0793199700, 0.0317758200, 0.9916027000
-0.0360290900, 1.5823190000, -0.0593301200, -0.1051662000, -0.0824068600, 0.0360223300, 0.9903795000
-0.0373277700, 1.5935710000, -0.0589226300, -0.1081517000, -0.0832515100, 0.0380650000, 0.9899108000
-0.0396579900, 1.6027690000, -0.0583571500, -0.1108742000, -0.0834394100, 0.0398108300, 0.9895251000
-0.0412830700, 1.6129610000, -0.0569161100, -0.1132872000, -0.0834292300, 0.0408147700, 0.9892117000
-0.0414958600, 1.6327900000, -0.0538110000, -0.1180343000, -0.0826752300, 0.0406356600, 0.9887272000
-0.0411666700, 1.6452280000, -0.0515261000, -0.1197868000, -0.0818830700, 0.0397537100, 0.9886182000
-0.0409881800, 1.6583780000, -0.0509891500, -0.1211436000, -0.0806384200, 0.0383065500, 0.9886123000
-0.0403253900, 1.6675780000, -0.0503978600, -0.1231270000, -0.0795400300, 0.0364837100, 0.9885252000
-0.0386452400, 1.6779200000, -0.0495228800, -0.1248135000, -0.0787033600, 0.0337150600, 0.9884790000
-0.0346574100, 1.6980390000, -0.0491870800, -0.1277327000, -0.0785480500, 0.0246376500, 0.9883863000
-0.0307014200, 1.7072660000, -0.0487192400, -0.1290617000, -0.0797973900, 0.0189928200, 0.9882382000
-0.0266348900, 1.7150650000, -0.0476738900, -0.1305534000, -0.0813010300, 0.0135118100, 0.9880098000
-0.0218978600, 1.7225330000, -0.0467585000, -0.1321608000, -0.0831148300, 0.0085353260, 0.9877007000
-0.0170213800, 1.7293740000, -0.0460022500, -0.1340335000, -0.0851697500, 0.0043877440, 0.9873003000
-0.0119235200, 1.7349970000, -0.0454569100, -0.1362577000, -0.0873418800, 0.0009841623, 0.9868152000
-0.0023709390, 1.7503880000, -0.0448716100, -0.1402252000, -0.0915200100, -0.0038447300, 0.9858733000
0.0023371990, 1.7568130000, -0.0446480800, -0.1426858000, -0.0937021400, -0.0058364420, 0.9853054000
0.0072715870, 1.7632100000, -0.0444976000, -0.1450208000, -0.0960030000, -0.0076252430, 0.9847305000
0.0109864800, 1.7678350000, -0.0443643300, -0.1476583000, -0.0980750500, -0.0092266100, 0.9841205000
0.0192235400, 1.7785790000, -0.0442813300, -0.1519500000, -0.1019570000, -0.0115638700, 0.9830474000
0.0250759200, 1.7823340000, -0.0451832800, -0.1539986000, -0.1040420000, -0.0121200500, 0.9825033000
0.0310653600, 1.7858030000, -0.0453726000, -0.1560612000, -0.1055769000, -0.0120033000, 0.9820154000
0.0380575400, 1.7903160000, -0.0455071600, -0.1578124000, -0.1067732000, -0.0112556500, 0.9816151000
0.0451251900, 1.7940450000, -0.0455823300, -0.1597988000, -0.1075058000, -0.0097801100, 0.9812294000
0.0526452000, 1.7976980000, -0.0454880900, -0.1620121000, -0.1077850000, -0.0074272540, 0.9808564000
0.0604684400, 1.8018420000, -0.0453072200, -0.1645211000, -0.1075882000, -0.0042251140, 0.9804793000
0.0751069800, 1.8026950000, -0.0452581500, -0.1726046000, -0.1064406000, 0.0043468000, 0.9792135000
0.0876524100, 1.8187640000, -0.0416594900, -0.1747096000, -0.1064971000, 0.0084237360, 0.9788074000
0.0978570400, 1.8255080000, -0.0398020000, -0.1794117000, -0.1065356000, 0.0135459600, 0.9778947000
0.1078558000, 1.8327570000, -0.0380992700, -0.1846589000, -0.1067196000, 0.0191428700, 0.9768037000
0.1163329000, 1.8374130000, -0.0378835900, -0.1909161000, -0.1072442000, 0.0251180300, 0.9754070000
0.1230417000, 1.8403180000, -0.0378073800, -0.1980656000, -0.1079340000, 0.0309556000, 0.9737361000
0.1238431000, 1.8407630000, -0.0377825900, -0.1909162000, -0.1072443000, 0.0251174300, 0.9754069000
0.1288618000, 1.8478640000, -0.0396958600, -0.1947860000, -0.1085646000, 0.0273630900, 0.9744349000
0.1337827000, 1.8540120000, -0.0424285700, -0.1980032000, -0.1095333000, 0.0285420100, 0.9736440000
0.1380392000, 1.8587930000, -0.0460516500, -0.2004528000, -0.1102932000, 0.0282950500, 0.9730639000
0.1425389000, 1.8627690000, -0.0499709700, -0.2016643000, -0.1109336000, 0.0268945600, 0.9727805000
0.1519242000, 1.8665830000, -0.0553981500, -0.2010515000, -0.1115387000, 0.0216979800, 0.9729679000
0.1577288000, 1.8668600000, -0.0564494500, -0.2006344000, -0.1114703000, 0.0186120200, 0.9731258000
0.1638252000, 1.8669990000, -0.0567079100, -0.2004120000, -0.1108755000, 0.0153080300, 0.9732971000
0.1705542000, 1.8667460000, -0.0568335800, -0.2006608000, -0.1102042000, 0.0121538100, 0.9733666000
0.1849384000, 1.8662670000, -0.0580428500, -0.2005869000, -0.1087352000, 0.0064211770, 0.9736018000
0.1927864000, 1.8654520000, -0.0585916000, -0.2007038000, -0.1080061000, 0.0043123830, 0.9736704000
0.2004596000, 1.8644010000, -0.0588288600, -0.2011153000, -0.1073177000, 0.0027702160, 0.9736672000
0.2080672000, 1.8637880000, -0.0593505100, -0.2015723000, -0.1067756000, 0.0016826230, 0.9736348000
0.2151775000, 1.8636240000, -0.0605812100, -0.2016940000, -0.1063940000, 0.0008004686, 0.9736525000
0.2287322000, 1.8612430000, -0.0628000900, -0.2014643000, -0.1057131000, 0.0001220703, 0.9737746000
0.2360950000, 1.8587480000, -0.0630462900, -0.2017893000, -0.1046449000, 0.0011187930, 0.9738220000
0.2441682000, 1.8565010000, -0.0630245000, -0.2026541000, -0.1027372000, 0.0027048970, 0.9738424000
0.2523961000, 1.8557390000, -0.0612422800, -0.2036780000, -0.0998958100, 0.0047103960, 0.9739168000
0.2608212000, 1.8554990000, -0.0594853800, -0.2045054000, -0.0966589500, 0.0068739790, 0.9740571000
0.2684342000, 1.8551470000, -0.0586927600, -0.2055307000, -0.0926767700, 0.0093596970, 0.9742077000
0.2762266000, 1.8549490000, -0.0578219500, -0.2063262000, -0.0884555900, 0.0119566600, 0.9744034000
0.3085726000, 1.8746510000, -0.0402094900, -0.2038959000, -0.0912686000, 0.0130598100, 0.9746414000
0.3243368000, 1.8745890000, -0.0377603400, -0.2056902000, -0.0831877600, 0.0189075100, 0.9748917000
0.3331695000, 1.8746140000, -0.0372278400, -0.2059392000, -0.0795279400, 0.0218034800, 0.9750841000
0.3340315000, 1.8746340000, -0.0368198800, -0.2036322000, -0.0885892400, 0.0212829900, 0.9747989000
0.3342499000, 1.8746620000, -0.0366783000, -0.2034399000, -0.0869558000, 0.0236775500, 0.9749309000
0.3343784000, 1.8746930000, -0.0365565100, -0.2029564000, -0.0870393900, 0.0250797300, 0.9749892000
0.3344906000, 1.8747280000, -0.0364291700, -0.2027956000, -0.0844251900, 0.0271507000, 0.9751970000
0.3397064000, 1.8710940000, -0.0363346200, -0.2000739000, -0.0811282800, 0.0284826900, 0.9760007000
0.3453223000, 1.8671320000, -0.0361603600, -0.1967190000, -0.0773611900, 0.0295994700, 0.9769548000
0.3569739000, 1.8554480000, -0.0350254000, -0.1900097000, -0.0692394800, 0.0324796500, 0.9787989000
0.3653229000, 1.8469160000, -0.0331625000, -0.1874956000, -0.0653404700, 0.0347394600, 0.9794739000
0.3697950000, 1.8419270000, -0.0316203900, -0.1845338000, -0.0605912800, 0.0371244300, 0.9802539000
0.3759509000, 1.8346050000, -0.0301693000, -0.1826955000, -0.0569207700, 0.0399061700, 0.9807088000
0.3814726000, 1.8288020000, -0.0285256900, -0.1809763000, -0.0536801300, 0.0423898700, 0.9811060000
0.3921641000, 1.8157540000, -0.0276579300, -0.1787162000, -0.0499989300, 0.0459190500, 0.9815559000
0.3963022000, 1.8092100000, -0.0269173700, -0.1776286000, -0.0486506500, 0.0470287700, 0.9817685000
0.3993215000, 1.8030860000, -0.0265767900, -0.1763290000, -0.0473771200, 0.0476756100, 0.9820338000
0.4018104000, 1.7963630000, -0.0263658900, -0.0786681400, -0.0605573300, 0.0354914100, 0.9944267000
0.4048030000, 1.7878900000, -0.0275642800, 0.0196039800, -0.0732696500, 0.0232139100, 0.9968492000
0.4079334000, 1.7798120000, -0.0299197400, 0.0249394200, -0.0692883200, 0.0249313500, 0.9969732000
0.4108112000, 1.7666840000, -0.0359257600, 0.0264284300, -0.0673174300, 0.0263671900, 0.9970329000
0.4155143000, 1.7495390000, -0.0476378400, 0.0275135200, -0.0659532200, 0.0276378100, 0.9970604000
0.4176406000, 1.7401450000, -0.0523025000, 0.0305280700, -0.0637585700, 0.0284303300, 0.9970931000
0.4193512000, 1.7312010000, -0.0552609200, 0.0335875300, -0.0616574700, 0.0283852200, 0.9971281000
0.4208891000, 1.7224530000, -0.0583428100, 0.0365689700, -0.0598223000, 0.0274674500, 0.9971607000
0.4241734000, 1.7031640000, -0.0687746200, 0.0422026200, -0.0574809900, 0.0227031100, 0.9971958000
0.4248131000, 1.6980420000, -0.0704468000, 0.0467320500, -0.0563958200, 0.0195644100, 0.9971223000
0.4254993000, 1.6896130000, -0.0737134600, 0.0505795500, -0.0557512600, 0.0163140900, 0.9970292000
0.4261262000, 1.6798650000, -0.0780493400, 0.0543318500, -0.0549616100, 0.0135542000, 0.9969170000
0.4266899000, 1.6543030000, -0.0886945700, 0.0609560100, -0.0528219000, 0.0093062100, 0.9966984000
0.4273526000, 1.6431160000, -0.0939526600, 0.0648335900, -0.0514317500, 0.0072382650, 0.9965435000
0.4276100000, 1.6323050000, -0.0985647500, 0.0687045500, -0.0497046600, 0.0052447640, 0.9963843000
0.4282500000, 1.6164240000, -0.1053025000, 0.0716078400, -0.0480568000, 0.0036314640, 0.9962679000
0.4284391000, 1.6071100000, -0.1094208000, 0.0756513900, -0.0457190400, 0.0027158930, 0.9960819000
0.4285142000, 1.5831760000, -0.1193646000, 0.0817764500, -0.0405247700, 0.0030198530, 0.9958219000
0.4289268000, 1.5723650000, -0.1246297000, 0.0848451000, -0.0377947100, 0.0039611770, 0.9956692000
0.4300069000, 1.5629000000, -0.1290054000, 0.0879170700, -0.0350390700, 0.0054317860, 0.9954965000
0.4313979000, 1.5543990000, -0.1329657000, 0.0911034700, -0.0321367300, 0.0072854610, 0.9952961000
0.4394494000, 1.5288250000, -0.1479904000, 0.0959646600, -0.0270194900, 0.0115966800, 0.9949504000
0.4353065000, 1.5283190000, -0.1493824000, 0.1013810000, -0.0225010400, 0.0141174700, 0.9944930000
0.4351821000, 1.5200240000, -0.1547729000, 0.1045148000, -0.0194467600, 0.0171538100, 0.9941852000
0.4351197000, 1.5101700000, -0.1604692000, 0.1074821000, -0.0162660700, 0.0205702100, 0.9938611000
0.4347878000, 1.4944830000, -0.1718180000, 0.1136168000, -0.0095285240, 0.0275097300, 0.9930980000
0.4360638000, 1.4846550000, -0.1805012000, 0.1162825000, -0.0069268850, 0.0301165100, 0.9927353000
0.4360671000, 1.4756220000, -0.1905002000, 0.1193565000, -0.0037604790, 0.0315180200, 0.9923439000
0.4429995000, 1.4621000000, -0.2054373000, 0.1217831000, -0.0025283590, 0.0316854200, 0.9920477000
0.4534583000, 1.4385750000, -0.2227248000, 0.1229604000, -0.0021423250, 0.0309885500, 0.9919254000
0.4535570000, 1.4339080000, -0.2268230000, 0.1280491000, 0.0000000000, 0.0296942100, 0.9913239000
0.4535318000, 1.4260530000, -0.2331596000, 0.1379670000, 0.0036844210, 0.0269803000, 0.9900625000
0.4532110000, 1.4140410000, -0.2414907000, 0.1412150000, 0.0053641540, 0.0254032400, 0.9896384000
0.4529258000, 1.4030380000, -0.2494956000, 0.1442569000, 0.0065838800, 0.0237052300, 0.9892344000
0.4528499000, 1.3906710000, -0.2594712000, 0.1464329000, 0.0070134680, 0.0217733900, 0.9889561000
0.4526789000, 1.3762870000, -0.2716666000, 0.1477047000, 0.0071554450, 0.0192430200, 0.9888184000
0.4507557000, 1.3559510000, -0.2873896000, 0.1507285000, 0.0067304930, 0.0127946900, 0.9884695000
0.4472660000, 1.3492790000, -0.2940311000, 0.1522759000, 0.0063052600, 0.0088851760, 0.9882779000
0.4435571000, 1.3446310000, -0.3000614000, 0.1539486000, 0.0055134720, 0.0048121100, 0.9880518000
0.4383964000, 1.3394840000, -0.3062147000, 0.1556586000, 0.0045083460, 0.0000000000, 0.9878007000
0.4320048000, 1.3323290000, -0.3131874000, 0.1572011000, 0.0031050040, -0.0037683960, 0.9875546000
0.4257441000, 1.3256310000, -0.3199604000, 0.1588732000, 0.0009296598, -0.0082377110, 0.9872642000
0.4108950000, 1.3074520000, -0.3334295000, 0.1613478000, -0.0027648320, -0.0162142300, 0.9867606000
0.4055141000, 1.3011570000, -0.3387779000, 0.1629314000, -0.0059439600, -0.0193476600, 0.9864298000
0.3999593000, 1.2962140000, -0.3440658000, 0.1642960000, -0.0092104460, -0.0218621800, 0.9861258000
0.3942998000, 1.2909200000, -0.3500755000, 0.1653300000, -0.0127146600, -0.0238568600, 0.9858677000
0.3873138000, 1.2863670000, -0.3567100000, 0.1664486000, -0.0162142300, -0.0254782100, 0.9855875000
0.3837077000, 1.2849620000, -0.3627791000, 0.1682362000, -0.0202309200, -0.0271246200, 0.9851658000
0.3546311000, 1.2690710000, -0.3790491000, 0.1704622000, -0.0245376500, -0.0319908100, 0.9845390000
0.3462047000, 1.2622740000, -0.3879863000, 0.1727041000, -0.0272104600, -0.0352641700, 0.9839661000
0.3397845000, 1.2557930000, -0.3967893000, 0.1755758000, -0.0294877500, -0.0388055000, 0.9832588000
0.3342618000, 1.2508800000, -0.4045599000, 0.1795917000, -0.0312259100, -0.0422904500, 0.9823356000
0.3298975000, 1.2464420000, -0.4122368000, 0.1843150000, -0.0324585400, -0.0456629500, 0.9812692000
0.3291295000, 1.2471210000, -0.4193494000, 0.1908353000, -0.0338531100, -0.0489121300, 0.9798181000
0.3179936000, 1.2268100000, -0.4345897000, 0.2014246000, -0.0330368800, -0.0537396400, 0.9774706000
0.3147780000, 1.2215690000, -0.4409654000, 0.2076487000, -0.0324752900, -0.0557945400, 0.9760709000
0.3133624000, 1.2197700000, -0.4451953000, 0.2140506000, -0.0320480500, -0.0573242000, 0.9746124000
0.3105900000, 1.2094900000, -0.4581844000, 0.2244854000, -0.0318764800, -0.0570351900, 0.9722845000
0.3071619000, 1.2026680000, -0.4669616000, 0.2294990000, -0.0324759800, -0.0548470800, 0.9712195000
0.3020044000, 1.1941770000, -0.4759187000, 0.2343002000, -0.0336447100, -0.0519482000, 0.9701922000
0.2963004000, 1.1868600000, -0.4834494000, 0.2397088000, -0.0355365100, -0.0487661400, 0.9689679000
0.2897829000, 1.1837450000, -0.4874613000, 0.2459064000, -0.0379989800, -0.0454885100, 0.9674797000
0.2756372000, 1.1800100000, -0.4890661000, 0.2572311000, -0.0432609700, -0.0401084100, 0.9645476000
0.2714588000, 1.1795260000, -0.4893321000, 0.2613618000, -0.0462421000, -0.0373959800, 0.9634070000
0.2683150000, 1.1792110000, -0.4892414000, 0.2640061000, -0.0489029900, -0.0342313100, 0.9626721000
0.2650531000, 1.1788070000, -0.4892956000, 0.2653836000, -0.0512927800, -0.0304784900, 0.9622950000
0.2576830000, 1.1761460000, -0.4927406000, 0.2670107000, -0.0547471400, -0.0228274700, 0.9618664000
0.2546151000, 1.1748080000, -0.4955114000, 0.2680914000, -0.0556007200, -0.0198554800, 0.9615827000
0.2513106000, 1.1740850000, -0.4964327000, 0.2693694000, -0.0555033500, -0.0176951400, 0.9612733000
0.2480071000, 1.1737720000, -0.4967222000, 0.2703009000, -0.0546432000, -0.0162866700, 0.9610860000
0.2437503000, 1.1733650000, -0.4986026000, 0.2708678000, -0.0517576700, -0.0148710500, 0.9611090000
0.2412014000, 1.1730570000, -0.5003345000, 0.2710982000, -0.0496173400, -0.0147599100, 0.9611587000
0.2403538000, 1.1726050000, -0.5024133000, 0.2716025000, -0.0474666800, -0.0153585600, 0.9611155000
0.2361017000, 1.1716020000, -0.5045764000, 0.2722756000, -0.0444496900, -0.0167249700, 0.9610466000
0.2351004000, 1.1713650000, -0.5047816000, 0.2735391000, -0.0417155500, -0.0190500100, 0.9607670000
0.2328652000, 1.1714490000, -0.5050222000, 0.2750554000, -0.0384906900, -0.0220403700, 0.9604047000
0.2306669000, 1.1711490000, -0.5059797000, 0.2778199000, -0.0324422400, -0.0299960300, 0.9596165000
0.2301788000, 1.1711010000, -0.5061474000, 0.2795241000, -0.0296741400, -0.0340042000, 0.9590774000
0.2298990000, 1.1711380000, -0.5062767000, 0.2812236000, -0.0271847000, -0.0376511200, 0.9585180000
0.2303506000, 1.1718560000, -0.5054498000, 0.2828458000, -0.0249648000, -0.0406941100, 0.9579765000
0.2328012000, 1.1728860000, -0.5033458000, 0.2840552000, -0.0231618600, -0.0431383400, 0.9575569000
0.2359520000, 1.1765040000, -0.4986523000, 0.2852369000, -0.0199438400, -0.0455946900, 0.9571642000
0.2384695000, 1.1777860000, -0.4966609000, 0.2852909000, -0.0190077200, -0.0457064900, 0.9571618000
0.2407204000, 1.1789990000, -0.4941081000, 0.2852976000, -0.0185599100, -0.0448772400, 0.9572079000
0.2439779000, 1.1810910000, -0.4905441000, 0.2851185000, -0.0185000000, -0.0431020600, 0.9573440000
0.2467628000, 1.1834860000, -0.4862808000, 0.2845719000, -0.0186771600, -0.0404191000, 0.9576201000
0.2500582000, 1.1861390000, -0.4814670000, 0.2835821000, -0.0191611500, -0.0370247500, 0.9580414000
0.2522629000, 1.1894480000, -0.4761418000, 0.2821782000, -0.0198070100, -0.0330578500, 0.9585877000
0.2547978000, 1.1939930000, -0.4701083000, 0.2804054000, -0.0207515900, -0.0288403900, 0.9592239000
0.2598873000, 1.2034520000, -0.4584458000, 0.2753766000, -0.0229816600, -0.0201427100, 0.9608505000
0.2624770000, 1.2090700000, -0.4522867000, 0.2724814000, -0.0240398000, -0.0157924300, 0.9617310000
0.2644770000, 1.2142490000, -0.4466501000, 0.2695574000, -0.0249504700, -0.0117308200, 0.9625896000
0.2664699000, 1.2195750000, -0.4410360000, 0.2667793000, -0.0256237200, -0.0081905450, 0.9633821000
0.2706426000, 1.2295190000, -0.4302423000, 0.2618970000, -0.0258423200, -0.0033273960, 0.9647440000
0.2747704000, 1.2367180000, -0.4229300000, 0.2601097000, -0.0254117400, -0.0020571650, 0.9652424000
0.2781621000, 1.2435430000, -0.4160009000, 0.2584963000, -0.0242407200, -0.0015148530, 0.9657068000
0.2826338000, 1.2490210000, -0.4104955000, 0.2570231000, -0.0224930900, -0.0019416470, 0.9661415000
0.2932124000, 1.2621460000, -0.3974691000, 0.2565571000, -0.0169229300, -0.0045723440, 0.9663701000
0.2945453000, 1.2631710000, -0.3963228000, 0.2564988000, -0.0169497600, -0.0046032000, 0.9663849000
0.3040440000, 1.2770830000, -0.3802469000, 0.2568255000, -0.0086532270, -0.0079101180, 0.9663867000
0.3079572000, 1.2855730000, -0.3700578000, 0.2559187000, -0.0039724460, -0.0094940570, 0.9666435000
0.3112952000, 1.2934410000, -0.3609937000, 0.1382342000, 0.0132202800, 0.0046881990, 0.9903002000
0.3154044000, 1.3042700000, -0.3574401000, 0.0176487700, 0.0293715500, 0.0179866400, 0.9992509000
0.3234516000, 1.3232460000, -0.3521225000, 0.0106046700, 0.0339019400, 0.0127257900, 0.9992878000
0.3287135000, 1.3372160000, -0.3485965000, 0.0070378590, 0.0348758100, 0.0106816800, 0.9993098000
0.3344286000, 1.3479130000, -0.3446819000, 0.0023321500, 0.0349362200, 0.0093022060, 0.9993435000
0.3367374000, 1.3588750000, -0.3410363000, -0.0027268440, 0.0344071600, 0.0084157720, 0.9993687000
0.3389221000, 1.3706830000, -0.3381030000, -0.0083392880, 0.0327717300, 0.0078125000, 0.9993976000
0.3393281000, 1.3901900000, -0.3344266000, -0.0129590200, 0.0305744100, 0.0072176490, 0.9994224000
0.3463943000, 1.3797470000, -0.3316542000, -0.0233862600, 0.0267910300, 0.0061266650, 0.9993486000
0.3480946000, 1.4431390000, -0.3249952000, -0.0287047000, 0.0180977200, 0.0047182980, 0.9994130000
0.3483566000, 1.4585190000, -0.3220403000, -0.0345814700, 0.0133163000, 0.0040889000, 0.9993048000
0.3495481000, 1.4713380000, -0.3194088000, -0.0406820300, 0.0079963040, 0.0037604790, 0.9991331000
0.3515517000, 1.4824660000, -0.3172429000, -0.0469916800, 0.0022607740, 0.0036844210, 0.9988859000
0.3525290000, 1.4950430000, -0.3151059000, -0.0529311000, -0.0023512400, 0.0036314640, 0.9985888000
0.3530275000, 1.5059680000, -0.3126205000, -0.0590893400, -0.0078372560, 0.0033917100, 0.9982162000
0.3532684000, 1.5070140000, -0.3122601000, -0.0620680400, -0.0109428400, 0.0011960400, 0.9980112000
0.3561736000, 1.5223310000, -0.3097969000, -0.0671741700, -0.0156897200, 0.0016194460, 0.9976165000
0.3592392000, 1.5352200000, -0.3084373000, -0.0727678300, -0.0198457200, 0.0026492350, 0.9971479000
0.3600613000, 1.5496590000, -0.3058573000, -0.0777604200, -0.0229190100, 0.0041521850, 0.9967000000
0.3622070000, 1.5599580000, -0.3043284000, -0.0829692100, -0.0256527800, 0.0062744620, 0.9962021000
0.3711325000, 1.5598340000, -0.3050101000, -0.0893871500, -0.0290491400, 0.0090397990, 0.9955322000
0.3690105000, 1.5989830000, -0.2998008000, -0.0918936500, -0.0287353100, 0.0139497000, 0.9952564000
0.3698910000, 1.6059390000, -0.2992352000, -0.0944045600, -0.0284067400, 0.0167325400, 0.9949878000
0.3750662000, 1.6100220000, -0.2990693000, -0.0966956400, -0.0278165000, 0.0194249100, 0.9947356000
0.3808956000, 1.6137650000, -0.2990659000, -0.0987356500, -0.0266082500, 0.0218485400, 0.9945179000
0.3875320000, 1.6163260000, -0.2991560000, -0.1007922000, -0.0250729000, 0.0240648900, 0.9943003000
0.3994015000, 1.6217510000, -0.2996192000, -0.1041602000, -0.0209274900, 0.0276534400, 0.9939557000
0.4127191000, 1.6428270000, -0.2980531000, -0.1031052000, -0.0196411900, 0.0291906300, 0.9940480000
0.4330979000, 1.6916030000, -0.2959228000, -0.0978305800, -0.0200280900, 0.0306673600, 0.9945288000
0.4424752000, 1.6971690000, -0.2944485000, -0.1004291000, -0.0184338300, 0.0319372000, 0.9942606000
0.4519838000, 1.7043260000, -0.2928500000, -0.1028763000, -0.0173477300, 0.0330902900, 0.9939922000
0.4625302000, 1.7216990000, -0.2914835000, -0.1040389000, -0.0169286500, 0.0343163100, 0.9938369000
0.4648012000, 1.7029100000, -0.2920367000, -0.1120109000, -0.0142367700, 0.0352544500, 0.9929794000
0.4652032000, 1.7013390000, -0.2920369000, -0.0978305800, -0.0200269700, 0.0306680900, 0.9945288000
0.4713086000, 1.7032260000, -0.2922529000, -0.1011004000, -0.0185378200, 0.0317945700, 0.9941952000
0.4788484000, 1.7058830000, -0.2930138000, -0.1043749000, -0.0169967300, 0.0329944600, 0.9938452000
0.4861658000, 1.7092230000, -0.2940229000, -0.1072465000, -0.0152319100, 0.0342158500, 0.9935268000
0.5015422000, 1.7168550000, -0.2986338000, -0.1112130000, -0.0110242400, 0.0366723300, 0.9930586000
0.5145324000, 1.7260540000, -0.3010246000, -0.1111532000, -0.0090455660, 0.0378085100, 0.9930426000
0.5204422000, 1.7262000000, -0.3053145000, -0.1116926000, -0.0051991060, 0.0391984500, 0.9929558000
0.5246313000, 1.7155400000, -0.3138530000, -0.1127000000, 0.0000000000, 0.0410169000, 0.9927830000
0.5352039000, 1.7124370000, -0.3191002000, -0.1110270000, 0.0051196820, 0.0432192700, 0.9928640000
0.5408440000, 1.7102230000, -0.3241369000, -0.1079974000, 0.0119210900, 0.0457395700, 0.9930269000
0.5936416000, 1.6850540000, -0.3438565000, -0.1024064000, 0.0204394000, 0.0518946700, 0.9931778000
0.6119731000, 1.6696720000, -0.3536963000, -0.0982773700, 0.0270451200, 0.0547759800, 0.9932823000
0.6132424000, 1.6683620000, -0.3544066000, -0.1024069000, 0.0204372100, 0.0518949600, 0.9931778000
0.6339193000, 1.6524810000, -0.3606015000, -0.0972115100, 0.0272101800, 0.0548883600, 0.9933764000
